0,1,2,3,4,y
0.618680430950274,0.8904386592080753,1.2614626358506582,0.9117750070907451,0.4496181023653117,0
0.6207350623722281,1.1688770927028012,0.9572930916488751,0.8218671282513845,0.7828164524148126,0
0.8716062168598963,0.7226943213371846,0.7483076428728115,0.9170294735322755,0.9306189809335583,1
1.4623289325480076,0.9403675501270139,0.8700432334868771,2.0444939946532794,1.496908077629078,1
-1.010082303599721,-0.7159163951832357,-0.7482673836947669,-0.989474569801766,-0.7069967267038773,1
1.9069592914109441,2.190663819074919,2.1581472377424795,2.2273399168965375,2.3583937296501594,0
-0.2460812992321156,-0.26630245371610894,-0.1603589581746413,-0.5257260562023897,-0.4117992950291111,1
-0.062049002056364155,-0.21989501457292135,-0.7702671945168619,-0.24386057788010485,-0.2000206845331881,1
2.1824294020374477,1.4731741266145946,1.7215634726715219,1.8051520960988674,1.6666662330261293,0
0.46436920955781724,0.6791069639336547,0.45888112169575473,0.8328162823410299,1.3179512484205511,1
0.12625385931896632,0.1673291068674536,0.4285681128677763,0.5080073190220473,-0.07165877096483636,1
-1.776290150843314,-2.3057517588086935,-1.852463823475414,-1.9488760663875313,-2.180353443426109,1
-1.7353875568255044,-2.0138033919421776,-1.7131567735670301,-1.2984787518364995,-1.0507628366448096,1
1.145639547057376,0.9853298300424685,0.884557291671093,1.1300329771220745,0.9527079734069861,0
-0.7315587985430437,-0.8177321655428554,-1.036445176364906,-0.8043534888420887,-0.975226193030419,1
-0.2883992496255529,-0.5120960311549623,0.24884429411419823,-0.46305183479213496,-0.32054477271985354,0
0.21641161517908764,-0.3518816005605285,-0.10941938747759444,-0.004372120543225798,-0.3001646660488979,0
-0.7170964373607315,-1.236009863591724,-1.0423769138430228,-0.7623446106220091,-0.9054146542835693,1
0.7558628131770079,0.9827521768587657,0.46699067004367706,0.754701114580358,0.8019865789446606,0
-0.8458898170457482,-0.845278711230428,-1.0436561813334742,-0.7337799518339794,-0.8697324760652835,1
0.6275568721639111,0.6768786504908901,0.6860012170402984,-0.08183847630606333,0.331890815120579,0
-0.5110292310472107,-0.812329796177575,-0.10125638079877736,-0.4126329204899605,-0.6129421655317571,1
1.9439546596527377,1.6215313370379612,1.6201396383117213,1.78042627295947,1.7138159983507533,0
0.37645102648987366,-0.05159584805972876,-0.06893740637278738,0.22496724670734936,0.15823285107115673,1
1.2358479559819455,1.2055282776234204,1.0318065678708326,0.9859983054467784,0.7771326934864187,1
-1.542052910391944,-2.0878044411935988,-1.6967269699083536,-1.8646434740231217,-1.8924177176475747,0
1.2818915497578014,1.3143487387033064,0.9530574318246205,1.085205511628932,1.1366860539580672,1
-0.24148794474621493,-0.2826006421504414,-0.3263597022830444,-0.44299263461990757,-0.22598519593610344,0
0.6542290886874944,0.5835585305819299,0.707014259665016,0.6109547499790688,0.3455322865976379,0
-0.4509466759677844,-0.6125631251150181,-0.8572617490722447,-0.46229332401543527,-1.0116977636472164,1
-0.016833985759332898,0.20552738000854515,0.13806330956889148,0.2247120395664236,0.19527805684383284,1
1.0505447160291015,1.1866326665408633,1.2283010441033813,1.007281193496586,0.9452923410327763,0
-0.16222604120909673,-0.30673072142705304,-0.49703536527031855,-0.5762803656553389,-0.3157271034953292,1
-0.13599571401487098,-0.03801395091316252,0.004034129630270333,0.22801171371996065,0.18295680823572935,0
1.0107727503882278,0.4286808289222788,0.41893084451079143,0.7941039662186028,0.9434399305739256,0
0.6891999001807158,-0.015946700314895423,-0.24307036620759204,0.6354606615599878,0.3993694577602585,1
0.05809534363786036,0.10624157026333364,-0.6150136176960757,0.19228594615325756,0.027759292052616028,0
-0.3353863246123138,-0.0975450122697327,0.023261978851189857,-0.15602811988867976,-0.3196950747547434,0
-3.5419067080758095,-3.0095141820690814,-2.9468048105581355,-3.055078833138425,-3.4482899669379803,1
-0.8978683808213405,-0.8818552654614882,-0.6961602269375458,-1.0951625941227587,-0.7891170734341838,1
0.04589168363540126,-0.07821775791727455,0.1526264946645864,-0.09162475690288614,0.22418493080952617,1
-0.5567235257426105,-0.06758179368175815,-0.2517657716723134,-0.12452601542105149,-0.12773482160828856,1
0.4058413331466746,1.0951154775454932,0.7925976853402014,0.509862293525897,0.9196979409464116,1
-1.5312085158838704,-1.6674235240486783,-0.9302568716650976,-1.9520860041736219,-1.8464075338777721,1
0.7531552841803956,0.7343756749082099,1.091515153388334,0.8000683121887895,1.2664026213138777,0
-1.7915542037526975,-1.0253610527078807,-0.7389807832988367,-1.378032323384245,-1.241873334781575,1
-0.9319624537101913,-1.1065967522666225,-0.7222418184690345,-0.6072273467767957,-0.6149665289668648,0
1.00390633630635,0.7153017037374132,0.9430466372890101,1.036411858441672,0.9524965544707835,1
0.1272890378658658,0.13699379113531426,0.34934973994046903,-0.017585652694886426,0.09364407550656306,1
0.3746417345900873,0.8283069655089108,0.3012433567396085,0.6544307646900642,0.44420436724068113,0
-0.41373997046620475,-0.25423617512118,0.03355244617958697,-0.06911514228247628,-0.5179539842745644,1
1.3013823073353663,1.742304357937642,1.4714375397490935,1.8075265882893263,1.8516177878509652,0
0.24658072087160404,0.5434790495319597,0.026814826271465683,-0.11092187670319678,0.2072846027668206,0
-0.9128268764310619,-0.6403575112761135,-0.8648878288196353,-0.9234424679745123,-1.1067163755778509,0
2.2428072804605814,1.6457677806288324,1.7160274558974085,2.00263369273708,1.739738313943004,0
-0.8099611171486271,-1.0875502689772607,-1.2020576933807756,-1.0248065754059037,-0.6957008857963098,1
-0.6236184278617101,-0.683584239194831,-0.3957832955655925,-0.5605632929827932,-0.6421054229111981,1
-0.1718275064862057,0.2356926210655635,0.1344773689362267,-0.062210876418393346,0.34909621160990545,0
